APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,,,CHG0276395,2026-01-20 7:54,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Target List and CE Report Updates | PROD Deployment,,"2026-01-29 01:32:49 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been attached to CHG0276395

2026-01-29 01:32:46 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been attached to CHG0276395

2026-01-29 01:32:30 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been removed from CHG0276395

2026-01-29 01:32:24 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been removed from CHG0276395

2026-01-20 08:19:15 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-20 08:06:25 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been attached to CHG0276395

2026-01-20 08:06:04 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been attached to CHG0276395

",,,App_001,User_002
Patient Insights,,,CHG0276395,2026-01-20 8:19,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-29 01:32:49 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been attached to CHG0276395

2026-01-29 01:32:46 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been attached to CHG0276395

2026-01-29 01:32:30 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been removed from CHG0276395

2026-01-29 01:32:24 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been removed from CHG0276395

2026-01-20 08:19:15 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-20 08:06:25 - Akhil Durgam (Work notes)
PI Control Tower UAT Verification Summary-CHG0248996-Approved.pdf has been attached to CHG0276395

2026-01-20 08:06:04 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-PROD Deployment-Jan'26.docx has been attached to CHG0276395

",,,App_001,
Patient Insights,,,CHG0295587,2026-01-29 2:19,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Hybrid HUB Integration into Hub portfolio and Hub Score card | SIT Deployment,,"2026-02-09 02:14:18 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Feb'26- SIT.docx has been attached to CHG0295587

2026-01-30 02:36:01 - Punya Gundanna (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- SIT.docx has been attached to CHG0295587

2026-01-29 04:37:47 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-01-29 03:36:03 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- SIT.docx has been attached to CHG0295587

",,,App_001,User_002
Patient Insights,,,CHG0295587,2026-01-29 4:37,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-09 02:14:18 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Feb'26- SIT.docx has been attached to CHG0295587

2026-01-30 02:36:01 - Punya Gundanna (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- SIT.docx has been attached to CHG0295587

2026-01-29 04:37:47 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-01-29 03:36:03 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- SIT.docx has been attached to CHG0295587

",,,App_001,
Patient Insights,,,CHG0302011,2026-02-02 1:06,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of OPSA Dashboard Release 2 | PROD Deployment,,"2026-02-13 12:39:15 - VENKATESH KANGATI (Work notes)
mt_pi_stg_patient_data_fct_load-1770797228290.log has been attached to CHG0302011

2026-02-02 01:25:49 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-02 01:15:04 - Akhil Durgam (Work notes)
SIGNED_PI Release 2 UAT Verification Summary_OPSA Field Reimbursement Dashboard.pdf has been attached to CHG0302011

2026-02-02 01:15:01 - Akhil Durgam (Work notes)
PI OPSA FRD Release 2 - Viz Technical Design Document SIGNED.pdf has been attached to CHG0302011

2026-02-02 01:14:59 - Akhil Durgam (Work notes)
PI OPSA FRD Release 2 - ETL Technical Design Document SIGNED.pdf has been attached to CHG0302011

2026-02-02 01:14:56 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - PROD Deployment Document-02Feb2026.docx has been attached to CHG0302011

",,,App_001,User_002
Patient Insights,,,CHG0302011,2026-02-02 1:25,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-13 12:39:15 - VENKATESH KANGATI (Work notes)
mt_pi_stg_patient_data_fct_load-1770797228290.log has been attached to CHG0302011

2026-02-02 01:25:49 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-02 01:15:04 - Akhil Durgam (Work notes)
SIGNED_PI Release 2 UAT Verification Summary_OPSA Field Reimbursement Dashboard.pdf has been attached to CHG0302011

2026-02-02 01:15:01 - Akhil Durgam (Work notes)
PI OPSA FRD Release 2 - Viz Technical Design Document SIGNED.pdf has been attached to CHG0302011

2026-02-02 01:14:59 - Akhil Durgam (Work notes)
PI OPSA FRD Release 2 - ETL Technical Design Document SIGNED.pdf has been attached to CHG0302011

2026-02-02 01:14:56 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - PROD Deployment Document-02Feb2026.docx has been attached to CHG0302011

",,,App_001,
Patient Insights,,,CHG0320000,2026-02-09 12:00,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Hympavzi Integration into Specialty Care FRM Analytics | SIT Deployment,,"2026-02-10 01:18:39 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-09 12:09:30 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Feb'26- SIT.docx has been attached to CHG0320000

",,,App_001,User_002
Patient Insights,,,CHG0320000,2026-02-10 1:18,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-10 01:18:39 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-09 12:09:30 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Feb'26- SIT.docx has been attached to CHG0320000

",,,App_001,
Patient Insights,,,CHG0345429,2026-02-12 2:45,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of FRM New writer update | SIT Deployment,,"2026-02-12 03:08:59 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-12 03:05:23 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Feb'26- SIT 1.docx has been attached to CHG0345429

",,,App_001,User_002
Patient Insights,,,CHG0345429,2026-02-12 3:09,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-12 03:08:59 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-12 03:05:23 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Feb'26- SIT 1.docx has been attached to CHG0345429

",,,App_001,
Patient Insights,,,CHG0392477,2026-02-18 4:20,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of FRM New writer update | PROD Deployment,,"2026-02-18 05:02:52 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-02-18 04:31:02 - Akhil Durgam (Work notes)
PI FRM & OSOT Prescriber Update-UAT Verification-CHG0345429.pdf has been attached to CHG0392477

2026-02-18 04:31:01 - Akhil Durgam (Work notes)
PI FRM & OSOT Prescriber Update-Deployment Document-18Feb'26-PROD.docx has been attached to CHG0392477

",,,App_001,User_002
Patient Insights,,,CHG0392477,2026-02-18 5:02,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-18 05:02:52 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-02-18 04:31:02 - Akhil Durgam (Work notes)
PI FRM & OSOT Prescriber Update-UAT Verification-CHG0345429.pdf has been attached to CHG0392477

2026-02-18 04:31:01 - Akhil Durgam (Work notes)
PI FRM & OSOT Prescriber Update-Deployment Document-18Feb'26-PROD.docx has been attached to CHG0392477

",,,App_001,
Patient Insights,,,CHG0422601,2026-02-27 2:54,,,3 - Moderate,,DURGAA02,Patient Insights | Astra Go Live Release | PROD Deployment,,"2026-02-27 14:28:53 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-02-27 14:25:12 - Akhil Durgam (Work notes)
image (12).png has been attached to CHG0422601

2026-02-27 14:06:59 - Akhil Durgam (Work notes)
Project Plan for Patient Insights Astra 2026 Release.pdf has been attached to CHG0422601

2026-02-27 14:06:45 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been removed from CHG0422601

2026-02-27 14:06:32 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been attached to CHG0422601

2026-02-27 14:03:55 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been attached to CHG0422601

2026-02-27 12:10:36 - Akhil Durgam (Work notes)
Validation Verification Summary Template.pdf has been attached to CHG0422601

2026-02-27 12:10:33 - Akhil Durgam (Work notes)
SPP_867_Dispense_Analytics.pdf has been attached to CHG0422601

2026-02-27 12:10:32 - Akhil Durgam (Work notes)
Speciality_CAre_FRM.pdf has been attached to CHG0422601

2026-02-27 12:10:31 - Akhil Durgam (Work notes)
Primry_car_FAL_PAC.pdf has been attached to CHG0422601

2026-02-27 12:10:26 - Akhil Durgam (Work notes)
PI Passport 2026.pdf has been attached to CHG0422601

2026-02-27 12:10:25 - Akhil Durgam (Work notes)
PI CDM -Tech Design Docs.pdf has been attached to CHG0422601

2026-02-27 12:10:23 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been attached to CHG0422601

2026-02-27 12:10:00 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been removed from CHG0422601

2026-02-27 03:42:08 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been attached to CHG0422601

",,,App_001,User_002
Patient Insights,,,CHG0422601,2026-02-27 14:28,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-27 14:28:53 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-02-27 14:25:12 - Akhil Durgam (Work notes)
image (12).png has been attached to CHG0422601

2026-02-27 14:06:59 - Akhil Durgam (Work notes)
Project Plan for Patient Insights Astra 2026 Release.pdf has been attached to CHG0422601

2026-02-27 14:06:45 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been removed from CHG0422601

2026-02-27 14:06:32 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been attached to CHG0422601

2026-02-27 14:03:55 - Akhil Durgam (Work notes)
Requirements Specification for Patient Insights – Project Astra.pdf has been attached to CHG0422601

2026-02-27 12:10:36 - Akhil Durgam (Work notes)
Validation Verification Summary Template.pdf has been attached to CHG0422601

2026-02-27 12:10:33 - Akhil Durgam (Work notes)
SPP_867_Dispense_Analytics.pdf has been attached to CHG0422601

2026-02-27 12:10:32 - Akhil Durgam (Work notes)
Speciality_CAre_FRM.pdf has been attached to CHG0422601

2026-02-27 12:10:31 - Akhil Durgam (Work notes)
Primry_car_FAL_PAC.pdf has been attached to CHG0422601

2026-02-27 12:10:26 - Akhil Durgam (Work notes)
PI Passport 2026.pdf has been attached to CHG0422601

2026-02-27 12:10:25 - Akhil Durgam (Work notes)
PI CDM -Tech Design Docs.pdf has been attached to CHG0422601

2026-02-27 12:10:23 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been attached to CHG0422601

2026-02-27 12:10:00 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been removed from CHG0422601

2026-02-27 03:42:08 - Akhil Durgam (Work notes)
Astra Release  - Deployment Document -Feb'26- PROD.docx has been attached to CHG0422601

",,,App_001,
Patient Insights,,,CHG0422620,2026-02-27 3:00,,,3 - Moderate,,DURGAA02,Patient Insights | Tableau Cloud Migration Release | PROD Deployment,,"2026-02-27 13:36:54 - System (Work notes)
Change Assessment Task Closure Notes:  proceed to authorize

2026-02-27 13:05:29 - Akhil Durgam (Work notes)
Tableau Cloud Migration PROD Verification (PASS)_Feb272026.pdf has been attached to CHG0422620

2026-02-27 12:00:48 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document 1.pdf has been attached to CHG0422620

2026-02-27 12:00:36 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document.pdf has been removed from CHG0422620

2026-02-27 11:56:30 - Akhil Durgam (Work notes)
PI Tableau Cloud Migration Deployment Document.docx has been attached to CHG0422620

2026-02-27 11:56:28 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document.pdf has been attached to CHG0422620

",,,App_001,User_002
Patient Insights,,,CHG0422620,2026-02-27 13:36,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-27 13:36:54 - System (Work notes)
Change Assessment Task Closure Notes:  proceed to authorize

2026-02-27 13:05:29 - Akhil Durgam (Work notes)
Tableau Cloud Migration PROD Verification (PASS)_Feb272026.pdf has been attached to CHG0422620

2026-02-27 12:00:48 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document 1.pdf has been attached to CHG0422620

2026-02-27 12:00:36 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document.pdf has been removed from CHG0422620

2026-02-27 11:56:30 - Akhil Durgam (Work notes)
PI Tableau Cloud Migration Deployment Document.docx has been attached to CHG0422620

2026-02-27 11:56:28 - Akhil Durgam (Work notes)
PI - Tableau cloud Migration Document.pdf has been attached to CHG0422620

",,,App_001,
Patient Insights,,,CHG0445794,2026-03-06 7:09,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Hympavzi Integration into Specialty Care FRM Analytics | SIT and UAT Deployment,,"2026-03-09 06:22:07 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-03-09 00:41:52 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- UAT.docx has been attached to CHG0445794

2026-03-09 00:41:50 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- SIT.docx has been attached to CHG0445794

",,,App_001,User_002
Patient Insights,,,CHG0445794,2026-03-09 6:22,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-03-09 06:22:07 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-03-09 00:41:52 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- UAT.docx has been attached to CHG0445794

2026-03-09 00:41:50 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- SIT.docx has been attached to CHG0445794

",,,App_001,
Patient Insights,,,CHG0472908,2026-03-16 8:30,,,3 - Moderate,,DURGAA02,Patient Insights | Hympavzi Integration into Specialty Care FRM Analytics | PROD Deployment,,"2026-03-18 03:55:08 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been attached to CHG0472908

2026-03-18 03:54:53 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been removed from CHG0472908

2026-03-17 01:39:46 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-03-17 01:32:16 - Akhil Durgam (Work notes)
PI Specialty Care FRM Hympavzi Integration Release 5 UAT Verification Summary SIGNED.pdf has been attached to CHG0472908

2026-03-16 08:57:08 - Akhil Durgam (Work notes)
Specialty Care FRM - Viz Technical Design Document Release 5 SIGNED.pdf has been attached to CHG0472908

2026-03-16 08:57:05 - Akhil Durgam (Work notes)
Specialty Care FRM - ETL Technical Design Document Astra Release  SGINED.pdf has been attached to CHG0472908

2026-03-16 08:57:03 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been attached to CHG0472908

",,,App_001,User_002
Patient Insights,,,CHG0472908,2026-03-17 1:39,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-03-18 03:55:08 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been attached to CHG0472908

2026-03-18 03:54:53 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been removed from CHG0472908

2026-03-17 01:39:46 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-03-17 01:32:16 - Akhil Durgam (Work notes)
PI Specialty Care FRM Hympavzi Integration Release 5 UAT Verification Summary SIGNED.pdf has been attached to CHG0472908

2026-03-16 08:57:08 - Akhil Durgam (Work notes)
Specialty Care FRM - Viz Technical Design Document Release 5 SIGNED.pdf has been attached to CHG0472908

2026-03-16 08:57:05 - Akhil Durgam (Work notes)
Specialty Care FRM - ETL Technical Design Document Astra Release  SGINED.pdf has been attached to CHG0472908

2026-03-16 08:57:03 - Akhil Durgam (Work notes)
Hympavzi FRM Integration  - Deployment Document -Mar'26- PROD.docx has been attached to CHG0472908

",,,App_001,
